filename,predicted_text,correct_word
acahkosak.mp3,ERROR: [WinError 2] The system cannot find the file specified,acahkosak
achimoh.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimoh
achimostamawâw.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimostamawâw
achimostaw.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimostaw
achimostawihk.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimostawihk
achimostawik.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimostawik
achimostawin.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimostawin
achimostawinan.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimostawinan
achimostawāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimostawāw
achimostawēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimostawēw
achimostawēwak.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimostawēwak
achimâw.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimâw
achimēwak.mp3,ERROR: [WinError 2] The system cannot find the file specified,achimēwak
achiwinam.mp3,ERROR: [WinError 2] The system cannot find the file specified,achiwinam
achiwpayin.mp3,ERROR: [WinError 2] The system cannot find the file specified,achiwpayin
achiwīpayiw.mp3,ERROR: [WinError 2] The system cannot find the file specified,achiwīpayiw
acim.mp3,ERROR: [WinError 2] The system cannot find the file specified,acim
acimosisak.mp3,ERROR: [WinError 2] The system cannot find the file specified,acimosisak
acosis.mp3,ERROR: [WinError 2] The system cannot find the file specified,acosis
acoskēwinis.mp3,ERROR: [WinError 2] The system cannot find the file specified,acoskēwinis
ahcanis.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahcanis
ahchi.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahchi
ahchipiko.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahchipiko
ahcānisak.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahcānisak
ahih.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahih
ahihk.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahihk
ahik.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahik
ahin.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahin
ahkamēyihtam.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahkamēyihtam
ahkamēyimoh.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahkamēyimoh
ahkamēyimōk.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahkamēyimōk
ahkwachāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahkwachāw
ahkwakamin.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahkwakamin
ahkwan.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahkwan
ahkwatihtā.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahkwatihtā
ahkwatin.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahkwatin
ahkwātisōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahkwātisōwin
ahpō.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahpō
ahtastā.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahtastā
ahtoskēwo'_kamik.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahtoskēwo' kamik
ahāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahāw
ahēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahēw
ahēwak.mp3,ERROR: [WinError 2] The system cannot find the file specified,ahēwak
akahkway.mp3,ERROR: [WinError 2] The system cannot find the file specified,akahkway
akahkwayak.mp3,ERROR: [WinError 2] The system cannot find the file specified,akahkwayak
akawatamowin.mp3,ERROR: [WinError 2] The system cannot find the file specified,akawatamowin
akayāsemoh.mp3,ERROR: [WinError 2] The system cannot find the file specified,akayāsemoh
akayāsemōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,akayāsemōwin
akihchike.mp3,ERROR: [WinError 2] The system cannot find the file specified,akihchike
akihcikēwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,akihcikēwin
akihta.mp3,ERROR: [WinError 2] The system cannot find the file specified,akihta
akihtamaw.mp3,ERROR: [WinError 2] The system cannot find the file specified,akihtamaw
akihtāsowin.mp3,ERROR: [WinError 2] The system cannot find the file specified,akihtāsowin
akihtāsōna.mp3,ERROR: [WinError 2] The system cannot find the file specified,akihtāsōna
akim.mp3,ERROR: [WinError 2] The system cannot find the file specified,akim
akos.mp3,ERROR: [WinError 2] The system cannot find the file specified,akos
akoskôwahchikē.mp3,ERROR: [WinError 2] The system cannot find the file specified,akoskôwahchikē
akotā.mp3,ERROR: [WinError 2] The system cannot find the file specified,akotā
akwaha.mp3,ERROR: [WinError 2] The system cannot find the file specified,akwaha
akwahpisōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,akwahpisōwin
akwamohcikēwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,akwamohcikēwin
akwana.mp3,ERROR: [WinError 2] The system cannot find the file specified,akwana
akwanahikana.mp3,ERROR: [WinError 2] The system cannot find the file specified,akwanahikana
akwâna.mp3,ERROR: [WinError 2] The system cannot find the file specified,akwâna
akwānahā.mp3,ERROR: [WinError 2] The system cannot find the file specified,akwānahā
akāwācikēwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,akāwācikēwin
akāwāstēskamok.mp3,ERROR: [WinError 2] The system cannot find the file specified,akāwāstēskamok
amaciwēnēkānohtēwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,amaciwēnēkānohtēwin
amisk.mp3,ERROR: [WinError 2] The system cannot find the file specified,amisk
amiskosākahikan.mp3,ERROR: [WinError 2] The system cannot find the file specified,amiskosākahikan
amiskwak.mp3,ERROR: [WinError 2] The system cannot find the file specified,amiskwak
amiskwayiwa.mp3,ERROR: [WinError 2] The system cannot find the file specified,amiskwayiwa
amiskwayān.mp3,ERROR: [WinError 2] The system cannot find the file specified,amiskwayān
amiskwayāna.mp3,ERROR: [WinError 2] The system cannot find the file specified,amiskwayāna
anikwacās.mp3,ERROR: [WinError 2] The system cannot find the file specified,anikwacās
aniskamanak.mp3,ERROR: [WinError 2] The system cannot find the file specified,aniskamanak
anāskāna.mp3,ERROR: [WinError 2] The system cannot find the file specified,anāskāna
apacihcikan.mp3,ERROR: [WinError 2] The system cannot find the file specified,apacihcikan
apacikcikana.mp3,ERROR: [WinError 2] The system cannot find the file specified,apacikcikana
apahkwācēsak.mp3,ERROR: [WinError 2] The system cannot find the file specified,apahkwācēsak
apih.mp3,ERROR: [WinError 2] The system cannot find the file specified,apih
apihkāta.mp3,ERROR: [WinError 2] The system cannot find the file specified,apihkāta
apihkē.mp3,ERROR: [WinError 2] The system cannot find the file specified,apihkē
apihkēwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,apihkēwin
apihkēwina.mp3,ERROR: [WinError 2] The system cannot find the file specified,apihkēwina
apihtāpiw.mp3,ERROR: [WinError 2] The system cannot find the file specified,apihtāpiw
apik.mp3,ERROR: [WinError 2] The system cannot find the file specified,apik
apiscacihkos.mp3,ERROR: [WinError 2] The system cannot find the file specified,apiscacihkos
apisesiw.mp3,ERROR: [WinError 2] The system cannot find the file specified,apisesiw
apisēsiw.mp3,ERROR: [WinError 2] The system cannot find the file specified,apisēsiw
apitān.mp3,ERROR: [WinError 2] The system cannot find the file specified,apitān
aposōyahtikwa.mp3,ERROR: [WinError 2] The system cannot find the file specified,aposōyahtikwa
apoy.mp3,ERROR: [WinError 2] The system cannot find the file specified,apoy
apoyak.mp3,ERROR: [WinError 2] The system cannot find the file specified,apoyak
apwēsiwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,apwēsiwin
apāchih.mp3,ERROR: [WinError 2] The system cannot find the file specified,apāchih
apēhtāwsēyaw.mp3,ERROR: [WinError 2] The system cannot find the file specified,apēhtāwsēyaw
apēw'_kamik.mp3,ERROR: [WinError 2] The system cannot find the file specified,apēw' kamik
as'pēyimoh.mp3,ERROR: [WinError 2] The system cannot find the file specified,as'pēyimoh
asahpicēkēwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,asahpicēkēwin
asam.mp3,ERROR: [WinError 2] The system cannot find the file specified,asam
asamās.mp3,ERROR: [WinError 2] The system cannot find the file specified,asamās
asamāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,asamāw
asamēna.mp3,ERROR: [WinError 2] The system cannot find the file specified,asamēna
asawāpam.mp3,ERROR: [WinError 2] The system cannot find the file specified,asawāpam
asci.mp3,ERROR: [WinError 2] The system cannot find the file specified,asci
asikan.mp3,ERROR: [WinError 2] The system cannot find the file specified,asikan
asikanak.mp3,ERROR: [WinError 2] The system cannot find the file specified,asikanak
asiniysisak.mp3,ERROR: [WinError 2] The system cannot find the file specified,asiniysisak
asiniywaciya.mp3,ERROR: [WinError 2] The system cannot find the file specified,asiniywaciya
asinēyak.mp3,ERROR: [WinError 2] The system cannot find the file specified,asinēyak
askihk.mp3,ERROR: [WinError 2] The system cannot find the file specified,askihk
askihkohkānis.mp3,ERROR: [WinError 2] The system cannot find the file specified,askihkohkānis
askipahkwēsikan.mp3,ERROR: [WinError 2] The system cannot find the file specified,askipahkwēsikan
askipwāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,askipwāw
askipwāwa.mp3,ERROR: [WinError 2] The system cannot find the file specified,askipwāwa
askiwiyās.mp3,ERROR: [WinError 2] The system cannot find the file specified,askiwiyās
askiy.mp3,ERROR: [WinError 2] The system cannot find the file specified,askiy
askāhtik.mp3,ERROR: [WinError 2] The system cannot find the file specified,askāhtik
askāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,askāw
askāwewan.mp3,ERROR: [WinError 2] The system cannot find the file specified,askāwewan
askō.mp3,ERROR: [WinError 2] The system cannot find the file specified,askō
asonē.mp3,ERROR: [WinError 2] The system cannot find the file specified,asonē
asotamōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,asotamōwin
asowacikan.mp3,ERROR: [WinError 2] The system cannot find the file specified,asowacikan
asowatā.mp3,ERROR: [WinError 2] The system cannot find the file specified,asowatā
aspapōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,aspapōwin
aspihci.mp3,ERROR: [WinError 2] The system cannot find the file specified,aspihci
aspin.mp3,ERROR: [WinError 2] The system cannot find the file specified,aspin
aspinikan.mp3,ERROR: [WinError 2] The system cannot find the file specified,aspinikan
aspitahkoskākan.mp3,ERROR: [WinError 2] The system cannot find the file specified,aspitahkoskākan
asta.mp3,ERROR: [WinError 2] The system cannot find the file specified,asta
astawēha.mp3,ERROR: [WinError 2] The system cannot find the file specified,astawēha
astawēna.mp3,ERROR: [WinError 2] The system cannot find the file specified,astawēna
astawēska.mp3,ERROR: [WinError 2] The system cannot find the file specified,astawēska
astotina.mp3,ERROR: [WinError 2] The system cannot find the file specified,astotina
aswēhta.mp3,ERROR: [WinError 2] The system cannot find the file specified,aswēhta
aswēyim.mp3,ERROR: [WinError 2] The system cannot find the file specified,aswēyim
asāhpis.mp3,ERROR: [WinError 2] The system cannot find the file specified,asāhpis
asēn.mp3,ERROR: [WinError 2] The system cannot find the file specified,asēn
asēna.mp3,ERROR: [WinError 2] The system cannot find the file specified,asēna
asēpita.mp3,ERROR: [WinError 2] The system cannot find the file specified,asēpita
asēsina.mp3,ERROR: [WinError 2] The system cannot find the file specified,asēsina
asōwa.mp3,ERROR: [WinError 2] The system cannot find the file specified,asōwa
asōwatāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,asōwatāw
asōwatēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,asōwatēw
atamiskaw.mp3,ERROR: [WinError 2] The system cannot find the file specified,atamiskaw
atamiskākē.mp3,ERROR: [WinError 2] The system cannot find the file specified,atamiskākē
atamiskākēwak.mp3,ERROR: [WinError 2] The system cannot find the file specified,atamiskākēwak
atawēyihta.mp3,ERROR: [WinError 2] The system cannot find the file specified,atawēyihta
ate.mp3,ERROR: [WinError 2] The system cannot find the file specified,ate
atimapi.mp3,ERROR: [WinError 2] The system cannot find the file specified,atimapi
atimapik.mp3,ERROR: [WinError 2] The system cannot find the file specified,atimapik
atoska.mp3,ERROR: [WinError 2] The system cannot find the file specified,atoska
atoskaw.mp3,ERROR: [WinError 2] The system cannot find the file specified,atoskaw
atoskehkēk.mp3,ERROR: [WinError 2] The system cannot find the file specified,atoskehkēk
atoskāta.mp3,ERROR: [WinError 2] The system cannot find the file specified,atoskāta
atoskē.mp3,ERROR: [WinError 2] The system cannot find the file specified,atoskē
atoskēwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,atoskēwin
atāmihk.mp3,ERROR: [WinError 2] The system cannot find the file specified,atāmihk
atāmihkok.mp3,ERROR: [WinError 2] The system cannot find the file specified,atāmihkok
atāmin.mp3,ERROR: [WinError 2] The system cannot find the file specified,atāmin
atāmēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,atāmēw
atāwewikamikwa.mp3,ERROR: [WinError 2] The system cannot find the file specified,atāwewikamikwa
atāwākē.mp3,ERROR: [WinError 2] The system cannot find the file specified,atāwākē
atāwākēk.mp3,ERROR: [WinError 2] The system cannot find the file specified,atāwākēk
atāwē.mp3,ERROR: [WinError 2] The system cannot find the file specified,atāwē
atāwēk.mp3,ERROR: [WinError 2] The system cannot find the file specified,atāwēk
atē.mp3,ERROR: [WinError 2] The system cannot find the file specified,atē
awa.mp3,ERROR: [WinError 2] The system cannot find the file specified,awa
awas.mp3,ERROR: [WinError 2] The system cannot find the file specified,awas
awasita.mp3,ERROR: [WinError 2] The system cannot find the file specified,awasita
awasitē.mp3,ERROR: [WinError 2] The system cannot find the file specified,awasitē
awatā.mp3,ERROR: [WinError 2] The system cannot find the file specified,awatā
awih.mp3,ERROR: [WinError 2] The system cannot find the file specified,awih
awēna.mp3,ERROR: [WinError 2] The system cannot find the file specified,awēna
awēnāna.mp3,ERROR: [WinError 2] The system cannot find the file specified,awēnāna
awēnāwa.mp3,ERROR: [WinError 2] The system cannot find the file specified,awēnāwa
awēta.mp3,ERROR: [WinError 2] The system cannot find the file specified,awēta
awēte.mp3,ERROR: [WinError 2] The system cannot find the file specified,awēte
awēyak.mp3,ERROR: [WinError 2] The system cannot find the file specified,awēyak
ayah.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayah
ayahci.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayahci
ayahk.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayahk
ayamihtā.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayamihtā
ayamihā.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayamihā
ayamihāwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayamihāwin
ayamihēw_kēsikāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayamihēw kēsikāw
ayewinisā.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayewinisā
ayikisis.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayikisis
ayinānēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayinānēw
ayinānēwosāp.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayinānēwosāp
ayisk.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayisk
ayiwāk.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayiwāk
ayiwēpi.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayiwēpi
ayā.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayā
ayēkipēsim.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayēkipēsim
ayēwinisā.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayēwinisā
ayōskan.mp3,ERROR: [WinError 2] The system cannot find the file specified,ayōskan
cahcahkaha.mp3,ERROR: [WinError 2] The system cannot find the file specified,cahcahkaha
cahcahkinosēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,cahcahkinosēw
cahcāmōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,cahcāmōwin
cahka.mp3,ERROR: [WinError 2] The system cannot find the file specified,cahka
cahkin.mp3,ERROR: [WinError 2] The system cannot find the file specified,cahkin
cahkāha.mp3,ERROR: [WinError 2] The system cannot find the file specified,cahkāha
cahkās.mp3,ERROR: [WinError 2] The system cannot find the file specified,cahkās
ce.mp3,ERROR: [WinError 2] The system cannot find the file specified,ce
chēpataha.mp3,ERROR: [WinError 2] The system cannot find the file specified,chēpataha
cihcēkin.mp3,ERROR: [WinError 2] The system cannot find the file specified,cihcēkin
cihcēkinin.mp3,ERROR: [WinError 2] The system cannot find the file specified,cihcēkinin
cihcēkwahcikē.mp3,ERROR: [WinError 2] The system cannot find the file specified,cihcēkwahcikē
cikāstēpayihcēkan.mp3,ERROR: [WinError 2] The system cannot find the file specified,cikāstēpayihcēkan
cipahikanis.mp3,ERROR: [WinError 2] The system cannot find the file specified,cipahikanis
cāh.mp3,ERROR: [WinError 2] The system cannot find the file specified,cāh
cēka.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēka
cēkaha.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēkaha
cēkahikan.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēkahikan
cēki.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēki
cēpatahikē.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēpatahikē
cēsi.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēsi
cēsihiwēwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēsihiwēwin
cēsimiwēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēsimiwēw
cēskwa.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēskwa
cēsta.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēsta
cēstahikan.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēstahikan
cēstin.mp3,ERROR: [WinError 2] The system cannot find the file specified,cēstin
ekay_ekaya.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekay ekaya
ekay_wiya.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekay wiya
ekoni.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekoni
ekonihi.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekonihi
ekospēhk.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekospēhk
ekosāni.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekosāni
ekosēsi.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekosēsi
ekote.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekote
ekōsani.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekōsani
ekōsi.mp3,ERROR: [WinError 2] The system cannot find the file specified,ekōsi
etahkōmēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,etahkōmēw
etohta.mp3,ERROR: [WinError 2] The system cannot find the file specified,etohta
ewako_ohci.mp3,ERROR: [WinError 2] The system cannot find the file specified,ewako ohci
ewako_or_ēko.mp3,ERROR: [WinError 2] The system cannot find the file specified,ewako or ēko
eyik.mp3,ERROR: [WinError 2] The system cannot find the file specified,eyik
hay!_hay!.mp3,ERROR: [WinError 2] The system cannot find the file specified,hay! hay!
hey!_hey!.mp3,ERROR: [WinError 2] The system cannot find the file specified,hey! hey!
ihkwā.mp3,ERROR: [WinError 2] The system cannot find the file specified,ihkwā
ihtakon.mp3,ERROR: [WinError 2] The system cannot find the file specified,ihtakon
ihtakow.mp3,ERROR: [WinError 2] The system cannot find the file specified,ihtakow
ikamā.mp3,ERROR: [WinError 2] The system cannot find the file specified,ikamā
isihcikātōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,isihcikātōwin
isihkāsow.mp3,ERROR: [WinError 2] The system cannot find the file specified,isihkāsow
isihtāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,isihtāw
iskipēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,iskipēw
iskona.mp3,ERROR: [WinError 2] The system cannot find the file specified,iskona
iskonikan.mp3,ERROR: [WinError 2] The system cannot find the file specified,iskonikan
iskotēw’_kamik.mp3,ERROR: [WinError 2] The system cannot find the file specified,iskotēw’ kamik
iskwayāch.mp3,ERROR: [WinError 2] The system cannot find the file specified,iskwayāch
iskwēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,iskwēw
iskwēwak.mp3,ERROR: [WinError 2] The system cannot find the file specified,iskwēwak
iskwēwowin.mp3,ERROR: [WinError 2] The system cannot find the file specified,iskwēwowin
ispahtāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,ispahtāw
ispayin.mp3,ERROR: [WinError 2] The system cannot find the file specified,ispayin
ispiciw.mp3,ERROR: [WinError 2] The system cannot find the file specified,ispiciw
ispimihk.mp3,ERROR: [WinError 2] The system cannot find the file specified,ispimihk
ispāyiw.mp3,ERROR: [WinError 2] The system cannot find the file specified,ispāyiw
isēhōw.mp3,ERROR: [WinError 2] The system cannot find the file specified,isēhōw
itisa.mp3,ERROR: [WinError 2] The system cannot find the file specified,itisa
itohta.mp3,ERROR: [WinError 2] The system cannot find the file specified,itohta
itohtatā.mp3,ERROR: [WinError 2] The system cannot find the file specified,itohtatā
itohtē.mp3,ERROR: [WinError 2] The system cannot find the file specified,itohtē
itwa.mp3,ERROR: [WinError 2] The system cannot find the file specified,itwa
itwē.mp3,ERROR: [WinError 2] The system cannot find the file specified,itwē
itwēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,itwēw
itāpow.mp3,ERROR: [WinError 2] The system cannot find the file specified,itāpow
itātisiw.mp3,ERROR: [WinError 2] The system cannot find the file specified,itātisiw
itāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,itāw
itēyihta.mp3,ERROR: [WinError 2] The system cannot find the file specified,itēyihta
itōhōw.mp3,ERROR: [WinError 2] The system cannot find the file specified,itōhōw
itōta.mp3,ERROR: [WinError 2] The system cannot find the file specified,itōta
iyikohk.mp3,ERROR: [WinError 2] The system cannot find the file specified,iyikohk
iyikopiwipēsim.mp3,ERROR: [WinError 2] The system cannot find the file specified,iyikopiwipēsim
iyinesowin.mp3,ERROR: [WinError 2] The system cannot find the file specified,iyinesowin
iyiwehk.mp3,ERROR: [WinError 2] The system cannot find the file specified,iyiwehk
iyāyaw.mp3,ERROR: [WinError 2] The system cannot find the file specified,iyāyaw
iyāyikohk.mp3,ERROR: [WinError 2] The system cannot find the file specified,iyāyikohk
iyāyitē.mp3,ERROR: [WinError 2] The system cannot find the file specified,iyāyitē
kah!.mp3,ERROR: [WinError 2] The system cannot find the file specified,kah!
kah-kimōwan.mp3,ERROR: [WinError 2] The system cannot find the file specified,kah-kimōwan
kah-kitow.mp3,ERROR: [WinError 2] The system cannot find the file specified,kah-kitow
kah-kēyāskōw.mp3,ERROR: [WinError 2] The system cannot find the file specified,kah-kēyāskōw
kahcitina.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahcitina
kahkan.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahkan
kahke.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahke
kahkihtwām.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahkihtwām
kahkominakāk.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahkominakāk
kahkwēyihtam.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahkwēyihtam
kahkākow.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahkākow
kahkē.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahkē
kahkēwak-ohkē-k.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahkēwak-ohkē-k
kahkēwak-ohkē.mp3,ERROR: [WinError 2] The system cannot find the file specified,kahkēwak-ohkē
kakatāch.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakatāch
kakwecihkemowina.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakwecihkemowina
kakwē.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakwē
kakwēcihkēmōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakwēcihkēmōwin
kakwēyāhiwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakwēyāhiwin
kakwēyāhōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakwēyāhōwin
kakāyawisiw.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakāyawisiw
kakē.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakē
kakēpātis.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakēpātis
kakēskim.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakēskim
kakē_-ayāwāw.mp3,ERROR: [WinError 2] The system cannot find the file specified,kakē -ayāwāw
kamik.mp3,ERROR: [WinError 2] The system cannot find the file specified,kamik
kanakē.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanakē
kanakēs.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanakēs
kanawāpahta.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanawāpahta
kanawāpam.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanawāpam
kanawēyihta.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanawēyihta
kanawēyim.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanawēyim
kanwapokēwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanwapokēwin
kanācih.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanācih
kanātastēw.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanātastēw
kanātatisōwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanātatisōwin
kanātisi-w.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanātisi-w
kanātisiwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,kanātisiwin
kapēsiw.mp3,ERROR: [WinError 2] The system cannot find the file specified,kapēsiw
kapēsiwin.mp3,ERROR: [WinError 2] The system cannot find the file specified,kapēsiwin
kapēyayihk.mp3,ERROR: [WinError 2] The system cannot find the file specified,kapēyayihk
