word,translation,audio
kēso,prefix - to mean warmth,kēso.mp3
kēsōsōwin,The state of being warm,kēsōsōwin.mp3
kēspin,"if, in case,",kēspin.mp3
kēspinata,Earn it,kēspinata.mp3
kēstawāw,All of you too.,kēstawāw.mp3
kētahtawē,sometime if,kētahtawē.mp3
kētasikanē,Take off your socks,kētasikanē.mp3
kētaskisinē,Take off your shoes,kētaskisinē.mp3
kētastotinē,Take off your hat.,kētastotinē.mp3
kēwācawasis,An orphan child,kēwācawasis.mp3
kēwē,prefix- He was intening to or he was going to,kēwē.mp3
kēyanaw,Us or we,kēyanaw.mp3
kēyiwēhk,That will help or that’s better than nothing.,kēyiwēhk.mp3
kēyokē,visit,kēyokē.mp3
ki,prefix for second person you or yours,ki.mp3
kihcē pēkiskwēwin,The act of speaking the truth,kihcē_pēkiskwēwin.mp3
kihcēyihta/kakihcēyihta,To receive or give an eagle feather is to show honor,kihcēyihta/kakihcēyihta.mp3
kihci,prefix denotes: greatness or importance,kihci.mp3
kihēwak,Eagles,kihēwak.mp3
kihkahtoskōwak,They are always quarreling. They are argumentative.,kihkahtoskōwak.mp3
kihkahtōwak,They are quarreling,kihkahtōwak.mp3
kihkām,Scold him.,kihkām.mp3
kihkāmāw,He is scolded.,kihkāmāw.mp3
kihkāmēw,He scolded him.,kihkāmēw.mp3
kihkāmin,scold me,kihkāmin.mp3
kihpē,prefix to a verb -past tense- means s/he came and....,kihpē.mp3
kihtimikan,A lazy person,kihtimikan.mp3
kikawacin,you are cold,kikawacin.mp3
kimōtiw,he steals or he stole.,kimōtiw.mp3
kinosesis,Baby Fish,kinosesis.mp3
kinosēw,fish (one fish),kinosēw.mp3
kinosēwak,fish - more than one fish (plural),kinosēwak.mp3
kinwēs,for a long time,kinwēs.mp3
kipaha,shut it (inanimate object),kipaha.mp3
kipaha-kitōn,Shut your mouth!,kipaha-kitōn.mp3
kipatahtam,he faints or he fainted,kipatahtam.mp3
kipē,you have come to...(prefix to verb) swim,kipē.mp3
kipiskam,she blocks the way,kipiskam.mp3
kipiskaw,Block him,kipiskaw.mp3
kipōyon,You have quit,kipōyon.mp3
kisāstaw,Sort of; kind of; It seems like...,kisāstaw.mp3
kisēpēkinīkēwin,The act of doing laundry or washing clothes,kisēpēkinīkēwin.mp3
kisēpiyākanē,Wash the dishes,kisēpiyākanē.mp3
kisikwatiw,He/she is heavy,kisikwatiw.mp3
kisin,It is cold.,kisin.mp3
kisinpēsim,Cold month,kisinpēsim.mp3
kisiwāsōw,He is angry,kisiwāsōw.mp3
kisiwāsōwin,Being in a state of anger.,kisiwāsōwin.mp3
kiskēciwān,flowing rapidly,kiskēciwān.mp3
kiskēsik,Your eye.,kiskēsik.mp3
kiskinohamakosiw,School,kiskinohamakosiw.mp3
kitahamaw,Tell him not to,kitahamaw.mp3
kitahamākē,Counsel. Forbid by word of mouth,kitahamākē.mp3
kitayān,you have it. (put nā or cē after it and it becomes a question),kitayān.mp3
kitā,Eat all of it.,kitā.mp3
kitātsōwin,your behavior,kitātsōwin.mp3
kitimākēyim,Be kind to him,kitimākēyim.mp3
kitimākēyimiso,Be kind to yourself.,kitimākēyimiso.mp3
kitimākinaw,Have pity on him or sympathy for him.,kitimākinaw.mp3
kitimākinākē,Sympathize with others.,kitimākinākē.mp3
kitohcikan,A radio,kitohcikan.mp3
kiyapiko,Only you,kiyapiko.mp3
kiyām,"Let it be, it's all right.",kiyām.mp3
kiyāmāta,"Although, even though",kiyāmāta.mp3
ki-pe,prefix - you come to....(eg hunt),ki-pe.mp3
kohkōsak,Pigs,kohkōsak.mp3
kohtaskway,Windpipe,kohtaskway.mp3
kotak,another; some other or one that’s different from the present one.,kotak.mp3
kotaka,others ¯ things that are different from the present one,kotaka.mp3
kōhkomināw,A watermelon,kōhkomināw.mp3
kōna,Snow,kōna.mp3
kōtakak,"others (animate) eg people, dogs etc",kōtakak.mp3
kwāskohti,jump,kwāskohti.mp3
kweyask,"it is right or correct, or level or straight",kweyask.mp3
kwētāmāwin,Hardship and not having anywhere to turn,kwētāmāwin.mp3
kwēyāho,Hurry up!,kwēyāho.mp3
kīmōwanāpoy,Rainwater,kīmōwanāpoy.mp3
ma or mah,reduplicative prefix means continously or keeps or always doing,ma_or_mah.mp3
macātisēwin,an act of doing something not good /violence,macātisēwin.mp3
macātisiwin,The act of being villainous or vindictive,macātisiwin.mp3
maci,"bad, wicked, evil",maci.mp3
macostēha,throw it in the fire,macostēha.mp3
mahēhkān,Wolf,mahēhkān.mp3
mahikansak,Baby wolves,mahikansak.mp3
mahtāmin,A corn,mahtāmin.mp3
mahti,"Let me pass, please.",mahti.mp3
mamihcim,Praise him,mamihcim.mp3
manācih,Treat him with respect.,manācih.mp3
manācihitok,Treat each other with respect.,manācihitok.mp3
manicôs,Bug or worm,manicôs.mp3
manisa,cut it,manisa.mp3
manitō kēsikāw,A Catholic concept,manitō_kēsikāw.mp3
mansosowin,The act of cutting oneself.,mansosowin.mp3
masinaha,write it,masinaha.mp3
masinahikē,write,masinahikē.mp3
masinahikēwin,The act of writing,masinahikēwin.mp3
masinipayowin,A picture,masinipayowin.mp3
maskehkēwāpoy,Medicine fluid,maskehkēwāpoy.mp3
maskihkēw’ kamik,A medical clinic,maskihkēw’_kamik.mp3
maskisin,shoe,maskisin.mp3
maskisina,shoes,maskisina.mp3
maskosis,A bear cub.,maskosis.mp3
matōwehtākosōwin,sounding like a cry,matōwehtākosōwin.mp3
matwānche,a reply: I wonder. or I don’t know.,matwānche.mp3
mayahtihkowayan,Sheep skin,mayahtihkowayan.mp3
mayaw,as soon as,mayaw.mp3
mācē,hunt!,mācē.mp3
mācēk,All of you go hunting,mācēk.mp3
māci,start - a start of something,māci.mp3
māci,means to start,māci.mp3
mācihtā,Start it.,mācihtā.mp3
mācika,so; for that reason; therefore,mācika.mp3
māh,Hark; listen.,māh.mp3
māka,but; but still,māka.mp3
mākwā,Loon,mākwā.mp3
māmaskātamowin,The act of wonder and amazement,māmaskātamowin.mp3
māmawi,altogether in a group,māmawi.mp3
māmākwahcikē,Chew on your food.,māmākwahcikē.mp3
māmāsēs,in a careless manner; carelessly; not thorough,māmāsēs.mp3
māmihci,Make him proud,māmihci.mp3
māmitonēyihta,Think it over.,māmitonēyihta.mp3
māna,usually; used to; generally,māna.mp3
māskisina,Shoes,māskisina.mp3
māskōch,It's likely. perhaps,māskōch.mp3
māskwak,bears,māskwak.mp3
mātoh,Cry!,mātoh.mp3
māyacihkos,A small sheep,māyacihkos.mp3
māyatihkwak,Goats,māyatihkwak.mp3
māyatōtamōwin,A villainous conduct,māyatōtamōwin.mp3
māyi,prefix,māyi.mp3
māyipayiwin,In a state of woe,māyipayiwin.mp3
mekisihkahcikē,Bead,mekisihkahcikē.mp3
mescacākansak,Coyotes,mescacākansak.mp3
metonē ka kāyāwsēwin,"very lively and animated, (as in worker type of person)",metonē_ka_kāyāwsēwin.mp3
mēci,eat it,mēci.mp3
mēcimāpoy,Soup or broth,mēcimāpoy.mp3
mēcimāpoy,soup,mēcimāpoy.mp3
mēkwā,prefix meaning now; during; while is is happening,mēkwā.mp3
mēkwāc,presently; meanwhile; right now,mēkwāc.mp3
mēna,and; again,mēna.mp3
mēnisihkān,Grape,mēnisihkān.mp3
mētawē,Play,mētawē.mp3
mētāwew’ kamik,Third person plays building,mētāwew’_kamik.mp3
mēyo ayāwin,Being in good health or being well,mēyo_ayāwin.mp3
mēyokēkway,A good thing,mēyokēkway.mp3
mēyonākosiw,He looks good,mēyonākosiw.mp3
mēyosēhōwin,Being well dressed or well groomed,mēyosēhōwin.mp3
mēyoskamin,Spring,mēyoskamin.mp3
mihcētwāw,many times; often; frequently,mihcētwāw.mp3
mihkoskātāsk,A red beet,mihkoskātāsk.mp3
mihkwāpoy,Red watery liquid,mihkwāpoy.mp3
mihtih,A piece of firewood.,mihtih.mp3
mikisowipēsim,February - Eagle Moon,mikisowipēsim.mp3
mināhin,give me a drink,mināhin.mp3
minēkwācikana,More than one cup - plural,minēkwācikana.mp3
minihkwācikan,A cup,minihkwācikan.mp3
minihkwē,Drink,minihkwē.mp3
minōsak,Cats,minōsak.mp3
minōsis,A kitten,minōsis.mp3
misawāc,at any rate; Any way,misawāc.mp3
misi,"prefix meaning -- big or large,",misi.mp3
misipisiwak,Cougars,misipisiwak.mp3
misiweyahtik,A log or plank,misiweyahtik.mp3
misiwē,All over the place,misiwē.mp3
misiwētē,locative noun meaning everywhere,misiwētē.mp3
miskotākaya,Jackets,miskotākaya.mp3
miskwamiy,Ice,miskwamiy.mp3
miskwāmē,Ice,miskwāmē.mp3
mistahi,A lot; a great amount; much,mistahi.mp3
mistamēk,Whale,mistamēk.mp3
mistatim,A horse,mistatim.mp3
mistatimwak,Horses,mistatimwak.mp3
mistayāpēw,Big Bull Moose,mistayāpēw.mp3
mistik,A piece of wood,mistik.mp3
mitās,pants,mitās.mp3
mitāsak,Pants,mitāsak.mp3
mitātaht,number ten,mitātaht.mp3
mitoni,very; completely; thoroughly; a lot.,mitoni.mp3
mitâsak,pants,mitâsak.mp3
moscosisak,Calves,moscosisak.mp3
mosis,out in the open,mosis.mp3
mostosak,Cows,mostosak.mp3
moya,short form of the word namoya which meana no,moya.mp3
moya or namoya,no,moya_or_namoya.mp3
mōniyāskwēw,A white woman,mōniyāskwēw.mp3
mōswa,A Moose,mōswa.mp3
mōw,Eat it (animate),mōw.mp3
mwēstas,"Later, sometime later",mwēstas.mp3
na,reduplicative prefix- means continuously,na.mp3
naci,prefix means getting,naci.mp3
nah,verb command to mean Here! as in take it,nah.mp3
nahew,he’s very good at it (a talent or skill),nahew.mp3
nahēyikohk,"evenly, or just right",nahēyikohk.mp3
nakē,stop,nakē.mp3
namakekway,nothing,namakekway.mp3
namēkos,Trout,namēkos.mp3
namēkōs,Trout; a type of fish,namēkōs.mp3
namoya,no; not so,namoya.mp3
namwac,Not at all,namwac.mp3
nanāskomōw,He gives praise and thanks,nanāskomōw.mp3
napēch,Short form of nānapēch.,napēch.mp3
naskwahamākē,Sing in accompaniment.,naskwahamākē.mp3
naspāci,contrarily-acting or doing something that’s not a normal expectation,naspāci.mp3
nawach,preferably,nawach.mp3
nawach piko (poko),"prefer, only",nawach_piko_(poko).mp3
nayāhta,Carry it on your back,nayāhta.mp3
nayestāw,only,nayestāw.mp3
nayestāw,it keeps happening; all the time,nayestāw.mp3
nāh,exclamation - used to stress getting a negative response,nāh.mp3
nānapawishk,"why now, when it should have been done before",nānapawishk.mp3
nānapēc,and finally done but imlies it is too late,nānapēc.mp3
nānapoh,The both of them,nānapoh.mp3
nānitaw,somewhere about,nānitaw.mp3
nāta,Go get it,nāta.mp3
nātamaw,Get it for him,nātamaw.mp3
nāway,the past; behind,nāway.mp3
nā?,question marker expression like huh?,nā?.mp3
nehiyawē,Speak Cree,nehiyawē.mp3
nehtāciwēcowan,go down the hill (nehtaciwē)- streaming water (ecowan),nehtāciwēcowan.mp3
nepisēyāhtik,A willow branch or stick,nepisēyāhtik.mp3
newo kīsikaw,Thursday.,newo_kīsikaw.mp3
nēci,prefix means me with somebody else. also my,nēci.mp3
nēhi,those things (inanimate),nēhi.mp3
nēmanēta,There it is,nēmanēta.mp3
nēmāh,Take a lunch along,nēmāh.mp3
nēmihto,dance,nēmihto.mp3
nēpawi,Stand up,nēpawi.mp3
nēpin,It is summer,nēpin.mp3
nēso,The numeral - number two,nēso.mp3
nēsohkamaw,Be of assistance to him or help him,nēsohkamaw.mp3
nēsosāp,the number twelve,nēsosāp.mp3
nēstānaw,The number twenty,nēstānaw.mp3
nēstōhāhcēhōwin,Weariness,
nēstōsēwin,State of being tired,nēstōsēwin.mp3
nēstwāyāwin,The state of being dispirited or tired,nēstwāyāwin.mp3
nēta,right there,nēta.mp3
nētē,Over there,nētē.mp3
nēwo,The number four,nēwo.mp3
nēwosāp,Number fourteen,nēwosāp.mp3
nēyanan,The number five.,nēyanan.mp3
nēyananosāp,Number fifteen,nēyananosāp.mp3
nēyānān,We or us,nēyānān.mp3
ni,prefix,ni.mp3
nihtā,"preverb- knows how to, is good at, or expertness",nihtā.mp3
nika,prefix means I will,nika.mp3
nikamōh,Sing,nikamōh.mp3
nikotwāsi kīsikāw,Saturday,nikotwāsi_kīsikāw.mp3
nikotwāsik,The number six,nikotwāsik.mp3
nikotwāsi’sāp,The number sixteen,nikotwāsi’sāp.mp3
nikâwe,my mother,nikâwe.mp3
nimis,my older sister,
nimosôm,my grandfather,nimosôm.mp3
nipā,Sleep,nipā.mp3
nipāw’ kamik,A place for sleep structure,nipāw’_kamik.mp3
nipē,Water,nipē.mp3
nipēwāpoy,Watery liquid,nipēwāpoy.mp3
nipēwin,A bed,nipēwin.mp3
nisitohta,Understand it,nisitohta.mp3
niskak,Geese,niskak.mp3
niskā,goose,niskā.mp3
niskipēsim,March - Goose Moon,niskipēsim.mp3
nistam,At first. The first,nistam.mp3
nisto,The numeral - number three,nisto.mp3
nistosāp,The number thirteen,nistosāp.mp3
nitaw,"Go and ...get, do or act. depends on the verb",nitaw.mp3
nitotamāw,He asked to be given something.,nitotamāw.mp3
nohkom,grandmother,nohkom.mp3
nohtē,Would like to; wants to,nohtē.mp3
nohtâwe,my father,nohtâwe.mp3
nomoya wihkac,never,nomoya_wihkac.mp3
notokwēw,Old woman,notokwēw.mp3
nōcikwēsiw,The old woman,nōcikwēsiw.mp3
nōsēmahkēsis,A female fox or a vixen,nōsēmahkēsis.mp3
nōtinkākān,A weapon,nōtinkākān.mp3
nīkāmōwin,The act of singing or a song,nīkāmōwin.mp3
nīsto kīsikaw,third day,nīsto_kīsikaw.mp3
nīyāno kīsikāw,Friday,nīyāno_kīsikāw.mp3
o,possesive prefix-prenoun= means his or her/preverb=3rd person,o.mp3
ohcitaw,something done on purpose; deliberately,ohcitaw.mp3
ohpēw,He Leaps,ohpēw.mp3
ohphōwipēsim,August - Flying Moon,ohphōwipēsim.mp3
ohpikin,It grows,ohpikin.mp3
ohpikiw,He grows up.,ohpikiw.mp3
ohtēsikēwin,The act of boiling water.,ohtēsikēwin.mp3
okehkwahakēs,An adult wolverine,okehkwahakēs.mp3
okinēy,A tomato,okinēy.mp3
omātōw,A weeper,omātōw.mp3
onikohtēw,A woodcutter,onikohtēw.mp3
onōcihitowipēsim,September - Mating Moon,onōcihitowipēsim.mp3
opaskawēhopēsim,June- egg hatching month,opaskawēhopēsim.mp3
osām,As prefix: too much / as a full word: because,osām.mp3
osāwās,An orange,osāwās.mp3
osāw’pihēsēs,yellowbird,osāw’pihēsēs.mp3
osihtā,"make it, fix it. (inanimate- a thing)",osihtā.mp3
oskātāsk,A carrot,oskātāsk.mp3
oski,prefix means young or new,oski.mp3
oskinikiskwew,A young woman,oskinikiskwew.mp3
otahōwēw,A winner/or he won,otahōwēw.mp3
otatoskēw,An industrious worker.,otatoskēw.mp3
otēhimin,strawberry,otēhimin.mp3
otēhipak,A cabbage,otēhipak.mp3
owāstāhikēw,a waver,owāstāhikēw.mp3
oyēh,At the time when; back then,oyēh.mp3
ōhi,these things here (inanimate),ōhi.mp3
ōhōwak,Owls,ōhōwak.mp3
ōhtēwāpoy,Boiling water,ōhtēwāpoy.mp3
ōki,"These animate items here. eg these cars here, these cats here",ōki.mp3
ōma,this,ōma.mp3
ōskēsēhōwin,The act of wearing new clothes,ōskēsēhōwin.mp3
ōta,here - meaning near you,ōta.mp3
ōtāpihkēw,A weaver,ōtāpihkēw.mp3
ōtē,over here (said to one far away from you),ōtē.mp3
ōtē,over here- this is said to one away from you,ōtē.mp3
ōyēh,back then; at that time when,ōyēh.mp3
pa,reduplicative prefix=meaning over and over again.,pa.mp3
pahkēkinosākay,Moosehide jacket,pahkēkinosākay.mp3
pahkēkinosākay,A jacket,pahkēkinosākay.mp3
pahkin or pahkinikē,skin him as in animate (moose etc),
pahkopē,walk in the water,pahkopē.mp3
pahkopēk,.All of you walk in the water,pahkopēk.mp3
pahkopēwin,The act of walking in the water,pahkopēwin.mp3
pahkwēsikan,Bread,pahkwēsikan.mp3
pahpāhsces,Woodpecker,pahpāhsces.mp3
pahpētos,it all differs; in different ways,pahpētos.mp3
pahpi,laugh,pahpi.mp3
pahpiskich,in separate parts,pahpiskich.mp3
pakowayān,shirt,pakowayān.mp3
pakwahtēhon,A belt,pakwahtēhon.mp3
pakwahtēhona,Belts,pakwahtēhona.mp3
pakwātikōsēwin,Being morally hateful,
pamēpicēwin,A long journey or from camp to camp,pamēpicēwin.mp3
pamihcikē,Drive the vehicle,pamihcikē.mp3
papāmih or papami,around; about,papāmih_or_papami.mp3
pa-pamōhtēw,She or he is walking or traveling every where,pa-pamōhtēw.mp3
pāhkwayākan,A dish towel,pāhkwayākan.mp3
pākahkām,perhaps. It is very likely.,pākahkām.mp3
pāsci or pāschi,over; also used as a prefix to a verb,pāsci_or_pāschi.mp3
pāstēwahtik,A piece of dried wood.,pāstēwahtik.mp3
pekiskwās,Speak to him,pekiskwās.mp3
peyakwayih,one of the same pair,peyakwayih.mp3
pē,prefix to a verb- meaning 'come and..',pē.mp3
pēh,wait for him,pēh.mp3
pēhcōnēs,A blouse,pēhcōnēs.mp3
pēhoh,wait!,pēhoh.mp3
pēhok,Wait! (all of you wait: plural object,pēhok.mp3
pēhowin,The act of waiting or a waiting place - room,pēhowin.mp3
pēhta,verb command -,pēhta.mp3
pēhtākōsiwin,The State of being heard (as in talking).,pēhtākōsiwin.mp3
pēkiskwewina,Words,pēkiskwewina.mp3
pēsimohkān,Clock,pēsimohkān.mp3
pēsimohkānis,A watch,pēsimohkānis.mp3
pēsimohkānis,Spears; Long Sharp Sticks,pēsimohkānis.mp3
pēsiw,Bring him.,pēsiw.mp3
pēw’ kistikāna,Vegetables,
pēyak,The numeral - number one,pēyak.mp3
pēyakosāp,The number eleven,pēyakosāp.mp3
pēyakwayak,in one place; in one location,pēyakwayak.mp3
pēyakwāw,once,pēyakwāw.mp3
picēkwās,An apple,picēkwās.mp3
picih,move (to another place).,picih.mp3
pihēsēsak,Baby chicks,pihēsēsak.mp3
pihkahcēwāpōs,Coffee,pihkahcēwāpōs.mp3
pihtaw,because of,pihtaw.mp3
pihtawētāsān,root word apihtaw-middle pants mitas,pihtawētāsān.mp3
pihtikwē,enter; come in,pihtikwē.mp3
pihtwā,Have a smoke,pihtwā.mp3
piko or poko,only; solely alone in its class,piko_or_poko.mp3
pikwēspēhk,at any given time,
pikwēta,"anywhere, there",pikwēta.mp3
pikwētē,"anywhere, all over",pikwētē.mp3
pimātisi,Live!,pimātisi.mp3
pimēy atāwēw’ kamik,A gas station building,pimēy_atāwēw’_kamik.mp3
pimich,on the side,pimich.mp3
piminawasow’ kamik,A kitchen,piminawasow’_kamik.mp3
pimipahtā,run,pimipahtā.mp3
pipon,It is Winter,pipon.mp3
piponasākay,A winter jacket,piponasākay.mp3
piponasākaya,Winter jackets,piponasākaya.mp3
piponasksisina,winter boots,piponasksisina.mp3
pipon’ asākay,Winter coat or jacket,pipon’_asākay.mp3
pisastēhikan,A whip,pisastēhikan.mp3
pisisak,Baby Cougars (kits),pisisak.mp3
piweyihtamowin,The act of thinking something is worthless.,piweyihtamowin.mp3
poko or piko,have to; must; for sure,poko_or_piko.mp3
poko or piko,"except that,",poko_or_piko.mp3
ponihtā,Leave it alone,ponihtā.mp3
pōna,Make a fire. or add wood to the fire,pōna.mp3
pōnāyamihēw kēsikāw,Monday.,pōnāyamihēw_kēsikāw.mp3
pōnēyim,stop talking and discouraging him,pōnēyim.mp3
pōni,preverb meaning stops; finishes,pōni.mp3
pōnih,leave him alone,pōnih.mp3
pōsihtā,"load it on, carry it on board",pōsihtā.mp3
pōsik,All of you get on board,pōsik.mp3
pōtōma,This is what it became,pōtōma.mp3
pwākomowin,The act of vomitting or vomit,pwākomowin.mp3
sakāw,A forest or wooded area,sakāw.mp3
sakāwēyiniw,Bushman,sakāwēyiniw.mp3
sapopēwin,Wetness,sapopēwin.mp3
sākahikan,A lake,sākahikan.mp3
sākēwēw,He comes into view.,sākēwēw.mp3
sākih,Love him. Cherish him,sākih.mp3
sāsākowāpiskos,chipmunk,sāsākowāpiskos.mp3
sēhkos,A weasel,sēhkos.mp3
sēkahikākan,A ladle,sēkahikākan.mp3
sēkahikākana,Ladles,sēkahikākana.mp3
sēkipatwā,Have or put braids on,sēkipatwā.mp3
sēmāk,right away; now; immediately; at once,sēmāk.mp3
sēnikēwin,The act of wringing out liquid from a cloth (or clothes),sēnikēwin.mp3
sēsēp,A duck,sēsēp.mp3
sēsēpak,Ducks,sēsēpak.mp3
sēsēpaskihk,A kettle,sēsēpaskihk.mp3
sēsēpisisak,Ducklings,sēsēpisisak.mp3
sēstakwaya,Wool or woolen articles,sēstakwaya.mp3
sēwāpoy,A soft drink or pop,sēwāpoy.mp3
sēwāpoy,sweet liquid,sēwāpoy.mp3
sēwihtākan,Salt,sēwihtākan.mp3
simākanisēw’ kamik,A police station building,simākanisēw’_kamik.mp3
sipwehtē,Go away. Leave (root word is walk=pimohtē),sipwehtē.mp3
sohkakihtēw,It is expensive,sohkakihtēw.mp3
soniskwatahikēwkamik,Skating Rink,soniskwatahikēwkamik.mp3
sōhktisiwin,The state of being strong or having inner strength,sōhktisiwin.mp3
sōminahtik,A vine like plant,sōminahtik.mp3
sōminapoy,Wine,sōminapoy.mp3
sōniskwātahikēw’ kamik,A skating arena building,sōniskwātahikēw’_kamik.mp3
sōskwāch,Might as well proceed. Just as well.,sōskwāch.mp3
ta or tah,reduplicative prefix- always or keeps doing,ta_or_tah.mp3
tahkascēkana,Fridges,tahkascēkana.mp3
tahkascikan,A fridge,tahkascikan.mp3
tahto,this is a prefix means - each and every,tahto.mp3
tahtokēsikāw,each and every day,tahtokēsikāw.mp3
tahtotipiskāw,each and every night,tahtotipiskāw.mp3
tahtwayisiyniw,Every person; each person,tahtwayisiyniw.mp3
tahtwāw,each time and every time.,tahtwāw.mp3
tahtwāwiyak,Each one; every one,tahtwāwiyak.mp3
tako,in addition to:,tako.mp3
takwahhiminā,Chokecherry,takwahhiminā.mp3
takwamohcikan,an instrument used to clamp things together,takwamohcikan.mp3
takwākin,It is autumn.,takwākin.mp3
tanehki?,Why?,tanehki?.mp3
tanihi,Where are they (those things),tanihi.mp3
tapasē,verb command,
taspwāw,"therefore, and so",taspwāw.mp3
tāhkāmāpoy,Cold water,tāhkāmāpoy.mp3
tāhkōhch,on top of (eg building hill house etc),tāhkōhch.mp3
tāna,Which one (animate) person or something with living properties,tāna.mp3
tānanima,Which one? inanimate thing,tānanima.mp3
tānēhkanima,Why is it?,tānēhkanima.mp3
tānihi,Which ones? (things plural- inanimate).,tānihi.mp3
tānimayikohk,How much?,tānimayikohk.mp3
tānisēkwa,and How are you ?,tānisēkwa.mp3
tānisi,How are you?,tānisi.mp3
tānispēhk,When?,tānispēhk.mp3
tānita,Where is it at (nearby),tānita.mp3
tānitahto,How many,tānitahto.mp3
tānitahtwāw,How many times?,tānitahtwāw.mp3
tānitē,Where? (over farther),tānitē.mp3
tāniwā,Where is she/or he?,tāniwā.mp3
tāniwehkāk,Where are they? (plural-people or animate things ),tāniwehkāk.mp3
tāniwē,Where it it?,tāniwē.mp3
tāniwēhā,Where are they? (those things- inanimate objects),tāniwēhā.mp3
tānsāwa,What is it with him/her?,tānsāwa.mp3
tānsēsa,How was it?,tānsēsa.mp3
tāpiskōch,Just like; as; equally,tāpiskōch.mp3
tehtapiw' askisina,one who rides boots,tehtapiw'_askisina.mp3
tēpakohpōsāp,The number seventeen,tēpakohpōsāp.mp3
tēpakohpwāw,seven times,tēpakohpwāw.mp3
tēpakōhp,The number seven,tēpakōhp.mp3
tihtipahpinewin,Rolling in pain.,tihtipahpinewin.mp3
tipāpiskōcikan,A weigh scale,tipāpiskōcikan.mp3
tipiskāki,when it gets dark,tipiskāki.mp3
tohtōsāpoy,Milk,tohtōsāpoy.mp3
wa,Reduplicative prefix: To always or keep doing something,wa.mp3
wapiskatim,A white dog,wapiskatim.mp3
wawēsēw,He is well dressed.,wawēsēw.mp3
wawēyēw,He is getting ready (like getting dressed to go out).,wawēyēw.mp3
wawiyas,It is funny.,wawiyas.mp3
wayawēw’ tēhtapowin,An outhouse,wayawēw’_tēhtapowin.mp3
wayāwēw’ kamik,A washroom or bathroom,wayāwēw’_kamik.mp3
wāhiyāw,Far away,wāhiyāw.mp3
wāpim,See him,wāpim.mp3
wāpiskipahkēkin,A prime white hide,wāpiskipahkēkin.mp3
wāpiwin,The ability to see,wāpiwin.mp3
wāposak,Rabbits,wāposak.mp3
wāsakām,All around an object or area also a prefix,wāsakām.mp3
wāsaskotēnikan,A lamp or lightbulb,wāsaskotēnikan.mp3
wāskesiwak,Elks (plural form of elk),wāskesiwak.mp3
wāskēsōw,Elk,wāskēsōw.mp3
wāstāhikēwin,The act of waving one’s hand,wāstāhikēwin.mp3
wāwēs,especially,wāwēs.mp3
wāwi,An egg,wāwi.mp3
wāwiyak,too much,wāwiyak.mp3
wāyipēyāw,Waterhole,wāyipēyāw.mp3
wēkihtōwin,Wedding,wēkihtōwin.mp3
wēkinikan,Wrapping cloth or paper.,wēkinikan.mp3
wēkiw,He lives in a house.,wēkiw.mp3
wēpayōwēwin,Wag or the act of wagging the tail,wēpayōwēwin.mp3
wēpin,Throw him away,wēpin.mp3
wēpina,Throw it away,wēpina.mp3
wēsakacihp,groundhog or woodchuck,wēsakacihp.mp3
wēskacān,A whiskey jack,wēskacān.mp3
wēyas,Meat,wēyas.mp3
wēyatwēwin,Wit and humour,wēyatwēwin.mp3
wēyākan,A dish or plate (singular),wēyākan.mp3
wēyākanēw-kisēpēkinikan,dish soap,wēyākanēw-kisēpēkinikan.mp3
wihcēkaskosēy,An onion,wihcēkaskosēy.mp3
wihkāch,ever,wihkāch.mp3
wihpēm,Sleep with him.,wihpēm.mp3
wihtaskāta,Sing words into a native song,wihtaskāta.mp3
wihtāmaw,Tell him,wihtāmaw.mp3
wiya or,the third person;,wiya_or.mp3
wiyawāw,"they, theirs",wiyawāw.mp3
wiysta,him too; he also (this third person too),wiysta.mp3
ya or yah,reduplicative prefix- means always or keeps doing,ya_or_yah.mp3
yōtin,Wind or it is windy,yōtin.mp3
